I 08/23/2013 14:11:42:879 72483180            RhodesApp| New start params: -approot='/Users/user/rho/rhodes-system-api-samples' -rhodespath='/Users/user/.rvm/gems/ruby-1.9.3-p392/gems/rhodes-3.5.1.13' 
I 08/23/2013 14:11:45:661 09cbf000                  APP| model file: UIFormDemo/u_i_form_demo
I 08/23/2013 14:11:45:661 09cbf000                  APP| model file: SignatureUtil/signature_util
I 08/23/2013 14:11:45:661 09cbf000                  APP| model file: SignatureInline/signature_inline
I 08/23/2013 14:11:45:661 09cbf000                  APP| model file: Metadata/metadata
I 08/23/2013 14:11:45:661 09cbf000                  APP| model file: Image/image
I 08/23/2013 14:11:45:661 09cbf000                  APP| model file: Blob/blob
I 08/23/2013 14:11:45:661 09cbf000                  APP| model file: BarcodeRecognizer/barcode_recognizer
I 08/23/2013 14:11:45:661 09cbf000                   DB| Open DB: /Users/user/rho/rhodes-system-api-samples/rhosimulator/db/syncdbuser.sqlite
I 08/23/2013 14:11:45:801 09cbf000          GeoLocation| Creating singleton instance.
I 08/23/2013 14:11:45:801 09cbf000            RhodesApp| Starting sync engine...
I 08/23/2013 14:11:45:801 09cbf000                 Sync| sync_poll_interval: 0
I 08/23/2013 14:11:45:801 09cbf000                 Sync| syncserver: http://rhodes-samples-server.heroku.com/application
I 08/23/2013 14:11:45:801 09cbf000                 Sync| bulksync_state: 0
I 08/23/2013 14:11:45:801 0b5cb000                 Sync| Starting main routine...
I 08/23/2013 14:11:45:802 0b5cb000                 Sync| ThreadQueue blocked for 4294967295 seconds...
I 08/23/2013 14:11:45:802 09cbf000            RhodesApp| RhoRubyInitApp...
I 08/23/2013 14:11:45:802 09cbf000                  APP| init_app
I 08/23/2013 14:11:45:802 09cbf000              RhoRuby| require_compiled: application
I 08/23/2013 14:11:45:803 09cbf000                 Sync| Set notification. Source ID: -1;Url :http://127.0.0.1:61065/app/Settings/sync_notify; Params: 
I 08/23/2013 14:11:45:803 09cbf000           HttpServer| Start HTTP server
I 08/23/2013 14:11:45:804 09cbf000           HttpServer| Listen for connections on port 61065
I 08/23/2013 14:11:45:804 09cbf000         AppCallbacks| addCommand: LOCAL-SERVER-STARTED
I 08/23/2013 14:11:45:804 03c04000         AppCallbacks| process command: LOCAL-SERVER-STARTED
I 08/23/2013 14:11:45:804 03c04000           SystemImpl| rho_sys_report_app_started() has no implementation in RhoSimulator.
I 08/23/2013 14:11:45:804 03c04000         AppCallbacks| process command: UI-CREATED
I 08/23/2013 14:11:45:805 09cbf000           HttpServer| Process URI: '/system/uicreated'
I 08/23/2013 14:11:45:805 09cbf000                  APP| on_ui_created.navigate to start url: '/app'
I 08/23/2013 14:11:45:805 03c04000         AppCallbacks| process command: APP-ACTIVATED
I 08/23/2013 14:11:45:806 09cbf000           HttpServer| Process URI: '/system/activateapp'
I 08/23/2013 14:11:45:807 03c04000         AppCallbacks| ThreadQueue blocked for 4294967295 seconds...
I 08/23/2013 14:11:45:854 72483180         QtMainWindow| WebView: loading...
I 08/23/2013 14:11:45:955 09cbf000           HttpServer| Process URI: '/app'
I 08/23/2013 14:11:45:989 09cbf000           HttpServer| Process URI: '/app/index.erb'
I 08/23/2013 14:11:45:989 09cbf000                  APP| RHO serve_index: /app/index.erb
I 08/23/2013 14:11:45:989 09cbf000 RHO Rho::RhoController| inst_render_index
I 08/23/2013 14:11:45:990 09cbf000              RhoRuby| require_compiled: erb
I 08/23/2013 14:11:45:994 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/index.erb
I 08/23/2013 14:11:46:005 09cbf000 RHO Rho::RhoController| index layout
I 08/23/2013 14:11:46:005 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/layout.erb
I 08/23/2013 14:11:46:007 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:11:46:010 09cbf000           HttpServer| GC End.
I 08/23/2013 14:11:46:044 72483180           MainWindow| addToolbarButton: Label: '';Action: 'back'
I 08/23/2013 14:11:46:044 72483180           MainWindow| addToolbarButton: Label: '';Action: 'forward'
I 08/23/2013 14:11:46:044 72483180           MainWindow| addToolbarButton: Label: '';Action: 'separator'
I 08/23/2013 14:11:46:044 72483180           MainWindow| addToolbarButton: Label: '';Action: 'home'
I 08/23/2013 14:11:46:044 72483180           MainWindow| addToolbarButton: Label: '';Action: 'refresh'
I 08/23/2013 14:11:46:045 72483180           MainWindow| addToolbarButton: Label: '';Action: 'options'
I 08/23/2013 14:11:46:052 72483180         QtMainWindow| WebView: URL changed to http://127.0.0.1:61065/app/index.erb
I 08/23/2013 14:11:46:056 09cbf000           HttpServer| Process URI: '/public/css/android.css'
I 08/23/2013 14:11:46:477 09cbf000           HttpServer| Process URI: '/favicon.ico'
E 08/23/2013 14:11:46:477 09cbf000           HttpServer| The file /favicon.ico was not found
I 08/23/2013 14:11:46:553 72483180         QtMainWindow| Page load complete.
I 08/23/2013 14:12:14:077 72483180         QtMainWindow| WebView: loading...
I 08/23/2013 14:12:14:080 09cbf000           HttpServer| Process URI: '/app/Contacts'
I 08/23/2013 14:12:14:080 09cbf000                  APP| RHO serve: /app/Contacts
E 08/23/2013 14:12:14:081 09cbf000              RhoRuby| require_compiled: error: can not find Contacts/contacts_controller
I 08/23/2013 14:12:14:081 09cbf000              RhoRuby| require_compiled: Contacts/controller
I 08/23/2013 14:12:14:083 09cbf000              RhoRuby| require_compiled: rho/rhocontact
I 08/23/2013 14:12:14:084 09cbf000              RhoRuby| require_compiled: bsearch
I 08/23/2013 14:12:14:085 09cbf000                  APP| Can't open phonebook
I 08/23/2013 14:12:14:085 09cbf000                  APP| Can't open phonebook
I 08/23/2013 14:12:14:085 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/Contacts/index.erb
I 08/23/2013 14:12:14:088 09cbf000                  APP| App error: comparison of Fixnum with nil failed
 /Users/user/.rvm/gems/ruby-1.9.3-p392/gems/rhodes-3.5.1.13/lib/framework/rho/render.rb:140:in `<'
/Users/user/.rvm/gems/ruby-1.9.3-p392/gems/rhodes-3.5.1.13/lib/framework/rho/render.rb:140:in `getBinding'
/Users/user/.rvm/gems/ruby-1.9.3-p392/gems/rhodes-3.5.1.13/lib/framework/rhoframework.rb:59:in `eval'
/Users/user/.rvm/gems/ruby-1.9.3-p392/gems/rhodes-3.5.1.13/lib/framework/rhoframework.rb:59:in `eval_compiled_file'
/Users/user/.rvm/gems/ruby-1.9.3-p392/gems/rhodes-3.5.1.13/lib/framework/rho/render.rb:175:in `render'
/Users/user/rho/rhodes-system-api-samples/app/Contacts/controller.rb:41:in `index'
/Users/user/.rvm/gems/ruby-1.9.3-p392/gems/rhodes-3.5.1.13/lib/framework/rho/rhocontroller.rb:104:in `serve'
/Users/user/.rvm/gems/ruby-1.9.3-p392/gems/rhodes-3.5.1.13/lib/framework/rho/rhoapplication.rb:248:in `serve'
/Users/user/.rvm/gems/ruby-1.9.3-p392/gems/rhodes-3.5.1.13/lib/framework/rho/rho.rb:883:in `serve'
I 08/23/2013 14:12:14:088 09cbf000                  APP| show error: #<ArgumentError: comparison of Fixnum with nil failed>
I 08/23/2013 14:12:14:088 09cbf000                  APP| reuse current action controller.
I 08/23/2013 14:12:14:088 09cbf000 RHO ContactsController| inst_render_index
I 08/23/2013 14:12:14:088 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/E500.erb
I 08/23/2013 14:12:14:088 09cbf000 RHO ContactsController| index layout
I 08/23/2013 14:12:14:089 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/layout.erb
I 08/23/2013 14:12:14:090 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:12:14:092 09cbf000           HttpServer| GC End.
I 08/23/2013 14:12:14:094 72483180         QtMainWindow| WebView: URL changed to http://127.0.0.1:61065/app/Contacts
I 08/23/2013 14:12:14:104 72483180         QtMainWindow| Page load complete.
I 08/23/2013 14:12:18:373 72483180         QtMainWindow| WebView: loading...
I 08/23/2013 14:12:18:374 09cbf000           HttpServer| Process URI: '/app/index.erb'
I 08/23/2013 14:12:18:374 09cbf000                  APP| RHO serve_index: /app/index.erb
I 08/23/2013 14:12:18:375 09cbf000 RHO Rho::RhoController| inst_render_index
I 08/23/2013 14:12:18:375 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/index.erb
I 08/23/2013 14:12:18:381 09cbf000 RHO Rho::RhoController| index layout
I 08/23/2013 14:12:18:381 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/layout.erb
I 08/23/2013 14:12:18:382 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:12:18:385 72483180         QtMainWindow| WebView: URL changed to http://127.0.0.1:61065/app/index.erb
I 08/23/2013 14:12:18:389 09cbf000           HttpServer| GC End.
I 08/23/2013 14:12:18:397 72483180         QtMainWindow| Page load complete.
I 08/23/2013 14:12:19:829 72483180         QtMainWindow| WebView: loading...
I 08/23/2013 14:12:19:830 09cbf000           HttpServer| Process URI: '/app/Calendar'
I 08/23/2013 14:12:19:830 09cbf000                  APP| RHO serve: /app/Calendar
E 08/23/2013 14:12:19:831 09cbf000              RhoRuby| require_compiled: error: can not find Calendar/calendar_controller
I 08/23/2013 14:12:19:831 09cbf000              RhoRuby| require_compiled: Calendar/controller
I 08/23/2013 14:12:19:832 09cbf000              RhoRuby| require_compiled: rho/rhoevent
I 08/23/2013 14:12:19:832 09cbf000              RhoRuby| require_compiled: time
I 08/23/2013 14:12:19:836 09cbf000              RhoRuby| require_compiled: date/format
I 08/23/2013 14:12:19:847 09cbf000              RhoRuby| require_compiled: rho/rhoevent_c
I 08/23/2013 14:12:19:848 09cbf000                  APP| Event find params: {:start_date=>1900-01-01 00:00:01 UTC, :end_date=>2100-12-31 23:59:58 UTC, :find_type=>"starting", :include_repeating=>false}
I 08/23/2013 14:12:19:849 09cbf000                  APP| start_date => 1900-01-01 00:00:01 UTC
I 08/23/2013 14:12:19:849 09cbf000                  APP| end_date => 2100-12-31 23:59:58 UTC
I 08/23/2013 14:12:19:849 09cbf000                  APP| find_type => starting
I 08/23/2013 14:12:19:849 09cbf000                  APP| include_repeating => false
I 08/23/2013 14:12:19:849 09cbf000                  APP| Rho::Calendar.fetch(params) : {"start_date"=>1900-01-01 00:00:01 UTC, "end_date"=>2100-12-31 23:59:58 UTC, "find_type"=>"starting", "include_repeating"=>false}
I 08/23/2013 14:12:19:849 09cbf000                  APP| events : []
I 08/23/2013 14:12:19:849 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/Calendar/index.erb
I 08/23/2013 14:12:19:858 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/Calendar/layout.erb
I 08/23/2013 14:12:19:858 09cbf000 RHO CalendarController| Layout file: /Users/user/rho/rhodes-system-api-samples/app/Calendar/layout.erb. Content size: 694
I 08/23/2013 14:12:19:859 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:12:19:861 72483180         QtMainWindow| WebView: URL changed to http://127.0.0.1:61065/app/Calendar
I 08/23/2013 14:12:19:865 09cbf000           HttpServer| GC End.
I 08/23/2013 14:12:19:880 09cbf000           HttpServer| Process URI: '/public/jquery/jquery-1.6.4.min.js'
I 08/23/2013 14:12:19:948 72483180         QtMainWindow| Page load complete.
I 08/23/2013 14:12:24:508 72483180         QtMainWindow| WebView: loading...
I 08/23/2013 14:12:24:509 09cbf000           HttpServer| Process URI: '/app'
I 08/23/2013 14:12:24:511 09cbf000           HttpServer| Process URI: '/app/index.erb'
I 08/23/2013 14:12:24:511 09cbf000                  APP| RHO serve_index: /app/index.erb
I 08/23/2013 14:12:24:512 09cbf000 RHO Rho::RhoController| inst_render_index
I 08/23/2013 14:12:24:512 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/index.erb
I 08/23/2013 14:12:24:518 09cbf000 RHO Rho::RhoController| index layout
I 08/23/2013 14:12:24:518 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/layout.erb
I 08/23/2013 14:12:24:523 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:12:24:526 72483180         QtMainWindow| WebView: URL changed to http://127.0.0.1:61065/app/index.erb
I 08/23/2013 14:12:24:526 09cbf000           HttpServer| GC End.
I 08/23/2013 14:12:24:536 72483180         QtMainWindow| Page load complete.
I 08/23/2013 14:12:25:990 72483180         QtMainWindow| WebView: loading...
I 08/23/2013 14:12:25:991 09cbf000           HttpServer| Process URI: '/app/GeoLocation'
I 08/23/2013 14:12:25:991 09cbf000                  APP| RHO serve: /app/GeoLocation
E 08/23/2013 14:12:25:992 09cbf000              RhoRuby| require_compiled: error: can not find GeoLocation/geo_location_controller
I 08/23/2013 14:12:25:992 09cbf000              RhoRuby| require_compiled: GeoLocation/controller
I 08/23/2013 14:12:25:993 09cbf000                  APP| GeoLocation index controller
I 08/23/2013 14:12:25:994 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/GeoLocation/index.erb
I 08/23/2013 14:12:26:004 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/GeoLocation/layout.erb
I 08/23/2013 14:12:26:005 09cbf000 RHO GeoLocationController| Layout file: /Users/user/rho/rhodes-system-api-samples/app/GeoLocation/layout.erb. Content size: 2818
I 08/23/2013 14:12:26:005 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:12:26:007 09cbf000           HttpServer| GC End.
I 08/23/2013 14:12:26:007 09cbf000           HttpServer| Process URI: '/app/GeoLocation/geo_callback'
I 08/23/2013 14:12:26:008 09cbf000                  APP| RHO serve: /app/GeoLocation/geo_callback
E 08/23/2013 14:12:26:008 09cbf000              RhoRuby| require_compiled: error: can not find GeoLocation/geo_location_controller
I 08/23/2013 14:12:26:008 09cbf000                  APP| Params: {"rho_callback"=>"1", "status"=>"error", "error_code"=>"12", "available"=>"0", "known_position"=>"0", "latitude"=>"0.0", "longitude"=>"0.0", "accuracy"=>"0.0", "mytag"=>"55"}
I 08/23/2013 14:12:26:008 09cbf000                  APP| $$$$$$$$$$$ GEOCALLBACK : $$$$$$$$$$$$$$$
I 08/23/2013 14:12:26:008 09cbf000                  APP| geo_callback : {"rho_callback"=>"1", "status"=>"error", "error_code"=>"12", "available"=>"0", "known_position"=>"0", "latitude"=>"0.0", "longitude"=>"0.0", "accuracy"=>"0.0", "mytag"=>"55"}
I 08/23/2013 14:12:26:009 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:12:26:011 09cbf000           HttpServer| GC End.
I 08/23/2013 14:12:26:012 72483180         QtMainWindow| WebView: URL changed to http://127.0.0.1:61065/app/GeoLocation
I 08/23/2013 14:12:26:038 72483180         QtMainWindow| Page load complete.
I 08/23/2013 14:12:32:604 72483180         QtMainWindow| WebView: loading...
I 08/23/2013 14:12:32:605 09cbf000           HttpServer| Process URI: '/app'
I 08/23/2013 14:12:32:607 09cbf000           HttpServer| Process URI: '/app/index.erb'
I 08/23/2013 14:12:32:608 09cbf000                  APP| RHO serve_index: /app/index.erb
I 08/23/2013 14:12:32:608 09cbf000 RHO Rho::RhoController| inst_render_index
I 08/23/2013 14:12:32:608 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/index.erb
I 08/23/2013 14:12:32:614 09cbf000 RHO Rho::RhoController| index layout
I 08/23/2013 14:12:32:614 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/layout.erb
I 08/23/2013 14:12:32:616 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:12:32:620 09cbf000           HttpServer| GC End.
I 08/23/2013 14:12:32:618 72483180         QtMainWindow| WebView: URL changed to http://127.0.0.1:61065/app/index.erb
I 08/23/2013 14:12:32:630 72483180         QtMainWindow| Page load complete.
I 08/23/2013 14:12:33:980 72483180         QtMainWindow| WebView: loading...
I 08/23/2013 14:12:33:981 09cbf000           HttpServer| Process URI: '/app/Image'
I 08/23/2013 14:12:33:981 09cbf000                  APP| RHO serve: /app/Image
E 08/23/2013 14:12:33:982 09cbf000              RhoRuby| require_compiled: error: can not find Image/image_controller
I 08/23/2013 14:12:33:982 09cbf000              RhoRuby| require_compiled: Image/controller
I 08/23/2013 14:12:33:983 09cbf000                  APP| Camera index controller
I 08/23/2013 14:12:33:983 09cbf000                  APP| const_missing: Image
I 08/23/2013 14:12:33:983 09cbf000                  APP| load_model: Image
I 08/23/2013 14:12:33:983 09cbf000              RhoRuby| require_compiled: Image/image
I 08/23/2013 14:12:33:984 09cbf000                  APP| model name: Image
I 08/23/2013 14:12:33:984 09cbf000                  APP| model class found
I 08/23/2013 14:12:33:984 09cbf000                  APP| Image : {"sync_type"=>"incremental", "property"=>{"name"=>[:string, nil], "filename"=>[:string, nil], "image_uri"=>[:blob, :overwrite]}}
I 08/23/2013 14:12:33:984 09cbf000                  APP| init_db_sources
I 08/23/2013 14:12:33:984 09cbf000                  APP| start_id: 3
I 08/23/2013 14:12:33:984 09cbf000                  APP| Migrate schema sources: {}
I 08/23/2013 14:12:33:991 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/Image/index.erb
I 08/23/2013 14:12:33:995 09cbf000                  APP| eval_compiled_file : /Users/user/rho/rhodes-system-api-samples/app/Image/layout.erb
I 08/23/2013 14:12:33:996 09cbf000  RHO ImageController| Layout file: /Users/user/rho/rhodes-system-api-samples/app/Image/layout.erb. Content size: 1625
I 08/23/2013 14:12:33:997 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:12:33:999 72483180         QtMainWindow| WebView: URL changed to http://127.0.0.1:61065/app/Image
I 08/23/2013 14:12:34:000 09cbf000           HttpServer| GC End.
I 08/23/2013 14:12:34:020 72483180         QtMainWindow| Page load complete.
I 08/23/2013 14:12:45:533 0a281000       ClientRegister| Try to register: 3
I 08/23/2013 14:12:45:533 0a281000       ClientRegister| Session is empty, do register later
I 08/23/2013 14:12:45:533 0a281000       ClientRegister| Waiting for 4294967295 sec to try again to register client
I 08/23/2013 14:12:49:523 09cbf000           HttpServer| Process URI: '/app/Image/on_take'
I 08/23/2013 14:12:49:523 09cbf000                  APP| RHO serve: /app/Image/on_take
E 08/23/2013 14:12:49:524 09cbf000              RhoRuby| require_compiled: error: can not find Image/image_controller
I 08/23/2013 14:12:49:524 09cbf000                  APP| Params: {"camera_type"=>"front", "color_model"=>"RGB", "enable_editing"=>"enable", "preferred_size"=>"original"}
I 08/23/2013 14:12:49:524 09cbf000                  APP| Image.on_take() !
I 08/23/2013 14:12:49:524 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:12:49:527 09cbf000           HttpServer| GC End.
I 08/23/2013 14:12:52:856 09cbf000           HttpServer| Process URI: '/app/Image/camera_callback'
I 08/23/2013 14:12:52:856 09cbf000                  APP| RHO serve: /app/Image/camera_callback
E 08/23/2013 14:12:52:856 09cbf000              RhoRuby| require_compiled: error: can not find Image/image_controller
I 08/23/2013 14:12:52:857 09cbf000                  APP| Params: {"status"=>"cancel", "message"=>"User canceled operation.", "rho_callback"=>"1"}
I 08/23/2013 14:12:52:857 09cbf000           HttpServer| GC Start.
I 08/23/2013 14:12:52:859 09cbf000           HttpServer| GC End.
I 08/23/2013 14:12:52:860 72483180         QtMainWindow| WebView: loading...
I 08/23/2013 14:12:52:861 09cbf000           HttpServer| Process URI: '/app/Image'
